CFGPdb_unigene	clones	libraries_specific	annotation	Arabidopsis_first_BLAST_hit_ID	Arabidopsis_first_BLAST_hit_description
aCL7293Contig1	C18022H05,C34103E05	no	F14I3.20 protein	AT1G50170	expressed protein, similar to Cbi protein (GI:3724039) (Bacillus megaterium); similar to YlnE protein (GI:2462961) (Bacillus subtilis); similar to NirR (GI:4433637) (Staphylococcus carnosus)
aCL7298Contig1	C18023A03,IC0AAA90CH11	no	Protein At3g63460	AT3G63460	EMB2221 | WD-40 repeat family protein, hypothetical protein contains similarity to ec31p (Oryza sativa) gi:13928450:dbj:BAB47154; contains Pfam profile PF00400: WD domain, G-beta repeat
aCL7300Contig1	C18011G07,KN0AAP12YH08	no	Similarity to ABC transporter	AT5G61700	ABC transporter family protein, ABC family transporter, Entamoeba histolytica, EMBL:EH058
aCL7306Contig1	C18020C01,KN0AAL3CE01	no	no_annotation_available	AT1G34220	expressed protein, contains Pfam profile: PF03398 eukaryotic protein of unknown function, DUF292
aCL7310Contig1	C18012A06,C06009A09	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL731Contig1	C18011C02,C05138E11	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL7321Contig1	C18024F05,C06001C04	no	Alpha 1,3 fucosyltransferase	AT3G19280	glycoprotein 3-alpha-L-fucosyltransferase A / FucTA / core alpha-(1,3)-fucosyltransferase (FUT11), identical to Glycoprotein 3-alpha-L-fucosyltransferase A (Core alpha-(1,3)-fucosyltransferase)(Fuc-T C3) (FucTA) (FucT1) (AtFUT11)(SP:Q9LJK1) from (Arabidopsis thaliana); contains Pfam profile PF00852: Fucosyl transferase; identical to cDNA alpha1,3-fucosyltransferase (FucTA) GI:13992482
aCL7324Contig1	KN0AAK3BC08,C18006F01	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL7337Contig1	C18020H08,KN0AAP2YF24	no	Expressed protein	AT2G44420	protein N-terminal asparagine amidohydrolase family protein, similar to Protein N-terminal asparagine amidohydrolase (EC 3.5.1.-) (Protein NH2-terminal asparagine deamidase) (NTN-amidase) (PNAD) (Protein NH2- terminal asparagine amidohydrolase) (PNAA) (Swiss-Prot:Q64311) (Mus musculus)
aCL734Contig1	C21008D05,C18017C12,C19001F01,C19002G05,C19004G05	no	UPI00000A240E; unnamed protein product	AT3G05890	hydrophobic protein (RCI2B) / low temperature and salt responsive protein (LTI6B), identical to SP:Q9ZNS6 Hydrophobic protein RCI2B (Low temperature and salt responsive protein LTI6B) {Arabidopsis thaliana}
aCL734Contig2	C31405G02,C18002A02,C18024B12,KN0AAL1CG10,KN0AAP10YM04	no	UPI00000A240E; unnamed protein product	AT3G05890	hydrophobic protein (RCI2B) / low temperature and salt responsive protein (LTI6B), identical to SP:Q9ZNS6 Hydrophobic protein RCI2B (Low temperature and salt responsive protein LTI6B) {Arabidopsis thaliana}
aCL734Contig3	C18009H06,C18012D07,C18021F11,C18024D11,C18025D01,C18025H10,C08035F07	no	UPI00000A240E; unnamed protein product	AT3G05890	hydrophobic protein (RCI2B) / low temperature and salt responsive protein (LTI6B), identical to SP:Q9ZNS6 Hydrophobic protein RCI2B (Low temperature and salt responsive protein LTI6B) {Arabidopsis thaliana}
aCL7361Contig1	KN0AAB2AA07,C18002D09	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL7365Contig1	C18015D12,C20004E07	no	T24C10.3 protein	AT1G54920	expressed protein
aCL7386Contig1	C18019A10,IC0AAA63AE04	no	Heat shock factor protein hsf8-related	AT1G32330	heat shock transcription factor family protein, contains Pfam profile: PF00447 HSF-type DNA-binding domain
aCL738Contig3	KN0AAK2AC02,C18022B02,KN0AAQ7YP03,IC0AAA5CG09,IC0AAA86CA02,IC0AAA65BH05,KN0AAQ10YI24,KN0AAL1AC02,KN0AAP3YK09,KN0AAP5YK09,C01001H04	no	N-rich protein	AT5G42050	expressed protein, similar to gda-1 (Pisum sativum) GI:2765418
aCL7392Contig1	C18017E12,C34003B05	no	VPS13-like protein	AT5G24740	expressed protein
aCL739Contig2	KN0AAB2DD12,C18005C03,C06005F06,IC0AAA42BE04,KN0AAP4YN07	no	Tyrosyl-tRNA synthetase	AT2G33840	tRNA synthetase class I (W and Y) family protein, similar to SP:P54577 Tyrosyl-tRNA synthetase (EC 6.1.1.1) (Tyrosyl--tRNA ligase) (TyrRS) {Homo sapiens}; contains Pfam profile PF00579: tRNA synthetases class I (W and Y)
aCL740Contig1	C31101E12,C31202D10,C18006D06,C05054C01,KN0AAQ2YB15,IC0AAA47DG09,IC0AAA53DB10,IC0AAA7BC10,IC0AAA49DF11,IC0AAA64CF12,IC0AAA17DC06,IC0AAA27BG05,IC0AAA47BA06,IC0AAA27CA05,IC0AAA88CA09,IC0AAA47BH09,C20005A10	no	At2g37790	AT2G37770	aldo/keto reductase family protein [Arabidopsis thaliana] (TAIR:At3g53880.1); similar to aldose reductase [Digitalis purpurea] (GB:CAC32835.1); contains InterPro domain Aldo/keto reductase (InterPro:IPR001395)
aCL7412Contig1	C18021H08,KN0AAM1AF08	no	Calmodulin	AT4G14640	calmodulin-8 (CAM8), identical to calmodulin 8 GI:5825600 from (Arabidopsis thaliana)
aCL7415Contig1	C18022E01,C31804A06	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL743Contig2	KN0AAA3CB01,C18002G04,C18023E02,KN0AAL1BF09,C06010B06,C31704D04,KN0AAP4YH11,C01018C02	no	Actin depolymerizing factor	AT5G59890	actin-depolymerizing factor 4 (ADF4), identical to SP:Q9ZSK3 Actin-depolymerizing factor 4 (ADF-4) (AtADF4) {Arabidopsis thaliana}
aCL743Contig3	KN0AAA2CF04,C18008B03,KN0AAN2AH08,C06013B10,C04031C02,C05054H11,C06020A11	no	Actin depolymerizing factor	AT5G59890	actin-depolymerizing factor 4 (ADF4), identical to SP:Q9ZSK3 Actin-depolymerizing factor 4 (ADF-4) (AtADF4) {Arabidopsis thaliana}
aCL7447Contig1	C18021A03,C32014H12	no	Alpha glucosidase II	AT5G63840	alpha-glucosidase, putative, similar to alpha-glucosidase GI:2648032 from (Solanum tuberosum)
aCL7449Contig1	C18022H09,C08014D10	no	Cytochrome P450 monooxygenase CYP83A	AT4G31500	cytochrome P450 83B1 (CYP83B1), Identical to Cytochrome P450 (SP:O65782 )(Arabidopsis thaliana)
aCL7462Contig1	C18009H05,C34108D06	no	expressed protein	AT3G61800	expressed protein
aCL7465Contig1	C18011A06,C02007F09	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL7475Contig1	C18010D07,C01017A12	no	Lethal leaf spot 1-like protein	AT3G44880	Rieske (2Fe-2S) domain-containing protein, similar to lethal leaf-spot 1 from Zea mays (gi:1935909); contains Pfam PF00355 Rieske (2Fe-2S) domain
aCL747Contig2	C31104B05,C31105F06,C05073C07,C18012H03,C05808C09,C04018A08,KN0AAL3AB07,KN0AAL3CE10,C08001F10,C34110E03	no	Thaumatin-like protein 1 precursor	AT1G20030	pathogenesis-related thaumatin family protein, similar to receptor serine/threonine kinase PR5K (Arabidopsis thaliana) GI:1235680; contains Pfam profile PF00314: Thaumatin family
aCL7482Contig1	C18004E08,C18005B06	yes	Protein At4g14385	AT4G14385	expressed protein
aCL7483Contig1	KN0AAB1AA11,C18001F07	no	Pathogen-and wound-inducible antifungal protein CBP20	AT3G04720	hevein-like protein (HEL), identical to SP:P43082 Hevein-like protein precursor {Arabidopsis thaliana}; similar to SP:P09762 Wound-induced protein WIN2 precursor {Solanum tuberosum}; contains Pfam profile PF00187: Chitin recognition protein
aCL7490Contig1	C18008D11,C18008G05	yes	Protein arginine N-methyltransferase 3-like protein	AT3G12270	protein arginine N-methyltransferase family protein, similar to protein arginine N-methyltransferase 3 from {Rattus norvegicus} SP:O70467, {Homo sapiens} SP:O60678
aCL7514Contig1	C18021G12,C01005A06	no	Autophagy 4a	AT2G44140	autophagy 4a (APG4a), identical to autophagy 4a (Arabidopsis thaliana) gi:19912143:dbj:BAB88383
aCL7540Contig1	C18022D06,C08034F02	no	Putative flavanone 3-hydroxylase	AT5G24530	oxidoreductase, 2OG-Fe(II) oxygenase family protein, similar to flavanone 3-hydroxylase (Persea americana)(GI:727410); contains PF03171 2OG-Fe(II) oxygenase superfamily domain
aCL7556Contig1	C18008H04,C06003G01	no	UPI0000162B89; EMB2758	AT4G33990	EMB2758 | pentatricopeptide (PPR) repeat-containing protein, contains Pfam profile PF01535: PPR repeat
aCL7569Contig1	C18016G05,IC0AAA64CC11	no	Protein At5g26760	AT5G26760	expressed protein
aCL7584Contig1	C18010F07,KN0AAL2AE01	no	OSJNBb0058J09.5 protein	AT4G38495	expressed protein
aCL7593Contig1	C18016H04,C18024G09	yes	no_annotation_available	no_similar_Arabidopsis_protein	
aCL7606Contig1	C18017E11,KN0AAP10YF12	no	At2g01450	AT2G01450	mitogen-activated protein kinase, putative / MAPK, putative (MPK16) [Arabidopsis thaliana] (TAIR:At5g19010.1); similar to mitogen-activated protein kinase, putative / MAPK, putative (MPK8) [Arabidopsis thaliana] (TAIR:At1g18150.1); similar to mitogen-activated protein kinase, putative / MAPK, putative (MPK9) [Arabidopsis thaliana] (TAIR:At3g18040.1); similar to mitogen-activated protein kinase, putative / MAPK, putative (MPK8) [Arabidopsis thaliana] (TAIR:At1g18150.2); similar to putative MAPK protein kinase [Triticum aestivum] (GB:AAX20166.1); similar to putative MAP kinase [Oryza sativa (japonica cultivar-group)] (GB:BAD53616.1); similar to putative MAP kinase [Hordeum vulgare subsp. vulgare] (GB:CAD42638.1); similar to blast and wounding induced mitogen-activated protein kinase [Oryza sativa] (GB:AAD52659.1); similar to putative MAPK protein kinase [Triticum aestivum] (GB:AAX20165.1); contains InterPro domain Tyrosine protein kinase (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase (InterPro:IPR002290); contains InterPro domain Protein kinase (InterPro:IPR000719)
aCL7629Contig1	C18022E04,C32107H01	no	Putative leucyl-tRNA synthetase	AT1G09620	leucyl-tRNA synthetase, putative / leucine--tRNA ligase, putative [Arabidopsis thaliana] (TAIR:At4g04350.1); similar to leucyl tRNA synthetase [Homo sapiens] (GB:BAA95667.1); similar to SYLC_HUMAN Leucyl-tRNA synthetase, cytoplasmic (Leucine--tRNA ligase) (LeuRS) (GB:Q9P2J5); similar to KIAA1352 protein [Homo sapiens] (GB:BAA92590.1); similar to MGC82093 protein [Xenopus laevis] (GB:AAH79713.1); similar to PREDICTED: similar to Leucyl-tRNA synthetase, cytoplasmic (Leucine--tRNA ligase) (LeuRS) [Canis familiaris] (GB:XP_535229.1); contains InterPro domain Aminoacyl-tRNA synthetase, class I (InterPro:IPR001412); contains InterPro domain Leucyl-tRNA synthetase archae/euk cytosolic, class Ia (InterPro:IPR004493); contains InterPro domain Aminoacyl-tRNA synthetase, class Ia (InterPro:IPR002300)
aCL7643Contig1	C18016D08,C31809G04	no	Wall-associated kinase, putative	AT1G25390	protein kinase family protein, contains protein kinase domain, Pfam:PF00069
aCL7658Contig1	C18011B04,IC0AAA23DB08	no	Pantothenate kinase 2	AT4G32180	eukaryotic pantothenate kinase family protein [Arabidopsis thaliana] (TAIR:At1g60440.1); similar to pantothenate kinase 4 [Homo sapiens] (GB:CAI20410.1); similar to pantothenate kinase 4 variant [Homo sapiens] (GB:BAD97266.1); similar to hypothetical protein [Homo sapiens] (GB:CAC09438.1); contains InterPro domain Eukaryotic pantothenate kinase (InterPro:IPR004567)
aCL765Contig2	KN0AAI3CF10,C32001F09,C05073H07,C18024E10,IC0AAA47DH02,IC0AAA30CC09,IC0AAA73DD06,IC0AAA89CD03,IC0AAA82DG02,IC0AAA23DG11,IC0AAA15AC08,IC0AAA87AC04,KN0AAQ5YJ23,C08033H01,C08036H05	no	Putative AP2-binding protein	AT1G78080	RAP2.4 | encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family (RAP2.4). The protein contains one AP2 domain. There are 8 members in this subfamily.
aCL7683Contig1	C18007A11,KN0AAM1CA02	no	T10O24.23	AT4G20970	basic helix-loop-helix (bHLH) family protein
aCL7684Contig1	C18018D10,C19009A12	no	Gb|AAF31027.1	AT5G38200	expressed protein [Arabidopsis thaliana] (TAIR:At1g66860.1); similar to P0443D08.31 [Oryza sativa (japonica cultivar-group)] (GB:XP_462762.1)
aCL76Contig1	KN0AAI3CB11,C21005C03,C21005C04,C21007F09,C18016F07,C04006F07,C04010D12,C04011E12,C04011F01,C04011F03,C04011F12,C04013G06,C04017D11,C04018B01,C04018E09,C04019B11,C04019H08,C04022B12,C04028F01,C05002B10,IC0AAA19CE03,C03003E04,C34201C10,C34207C09,C34208B06,C34210C12,C34210E10,C32005E02,C32011H07,C32103A12,C31705F01,KN0AAP3YH21,KN0AAP6YE21	no	Thaumatin-like protein isoform 2	AT4G11650	osmotin-like protein (OSM34), nearly identical to SP:P50700:OSL3_ARATH Osmotin-like protein OSM34 precursor {Arabidopsis thaliana}; contains Pfam profile PF00314: Thaumatin family
aCL7717Contig1	C18001B03,C18001F01	yes	FtsH protease	AT5G15250	ATFTSH6 | Encodes an FtsH protease that is localized to the chloroplast. AtFtsH6 is involved in the degradation of both Lhcb3 and Lhcb1 during senescence and high-light acclimation.
aCL7721Contig1	C18008E10,C08032H11	no	Putative COX VIIa-like protein	AT4G21105	expressed protein
aCL7757Contig1	C18018C04,C16018C11	no	F24J5.19 protein	AT1G68570	proton-dependent oligopeptide transport (POT) family protein, contains Pfam profile: PF00854 POT family
aCL7758Contig1	C31204H08,C18012H05	no	Putative chloroplast protein import component	AT4G03320	chloroplast protein import component-related, similar to P. sativum Tic20 chloroplast protein import component (GI:3769673)
aCL7759Contig1	C18004A08,C16013A05	no	Putative receptor protein kinase	AT4G27300	S-locus protein kinase, putative, similar to receptor protein kinase (Ipomoea trifida) gi:836954:gb:AAC23542; contains S-locus glycoprotein family domain, Pfam:PF00954
aCL775Contig1	C21003E10,C21004A01,C21004A02,C21006G09,C21008C08,C31502E03,C18017A06,KN0AAN2DB01,KN0AAN3BF03,KN0AAN3BF07,KN0AAN3CE07,KN0AAN3DA10,KN0AAN3DB04,C05140F05,C05803H10,C05070A06,KN0AAM1AB11,KN0AAM1CD05	no	Putative WRKY transcription factor 30	AT4G23810	WRKY family transcription factor, AR411 - Arabidopsis thaliana (thale cress), PID:g1669603
aCL7760Contig1	C18014A05,C02021E04	no	60S ribosomal protein L34	AT1G26880	60S ribosomal protein L34 (RPL34A), identical to GB:Q42351, location of EST 105E2T7, gb:T22624
aCL7767Contig1	C18020B05,IC0AAA63AD11	no	SNF1-related protein kinase regulatory beta subunit 1	AT5G21170	5'-AMP-activated protein kinase beta-2 subunit, putative [Arabidopsis thaliana] (TAIR:At4g16360.1); similar to GAL83 protein [Solanum tuberosum] (GB:CAB52141.1)
aCL777Contig1	C05074H02,C18025F10,C05140C03,C06001F05,IC0AAA34AE10,IC0AAA84CD12,IC0AAA74AA11,IC0AAA45BF12,IC0AAA85AC05,IC0AAA24AF05,IC0AAA67BD07,IC0AAA87AF12,C34002G12,C06016C11,C07004E11,C01020C09	no	Oligouridylate binding protein	AT1G17370	oligouridylate-binding protein, putative, similar to oligouridylate binding protein (Nicotiana plumbaginifolia) GI:6996560; contains InterPro entry IPR000504: RNA-binding region RNP-1 (RNA recognition motif) (RRM)
aCL7797Contig1	C18006C04,C18019D11	yes	Pol polyprotein	no_similar_Arabidopsis_protein	
aCL7805Contig1	C18020F05,C04002C02	no	At2g04520/T1O3.7	AT2G04520	eukaryotic translation initiation factor 1A, putative / eIF-1A, putative / eIF-4C, putative, strong similarity to translation initiation factor (eIF-1A) (Beta vulgaris) GI:17977975; contains Pfam profile PF01176: Eukaryotic initiation factor 1A
aCL7817Contig1	C18013D12,C18013H07	yes	Putative protease	AT3G57680	peptidase S41 family protein, similar to PSII D1 protein processing enzyme (GI::7268527) (Arabidopsis thaliana); similar to SP:Q55669 Carboxyl-terminal processing protease precursor (Photosystem II D1 protein processing peptidase) (EC 3.4.21.102) (strain PCC 6803) {Synechocystis sp.}; contains Pfam profile PF03572: Peptidase family S41B
aCL7827Contig1	C18012A10,IC0AAA95DC04	no	Probable aquaporin SIP1.2	AT5G18290	major intrinsic protein-related / MIP-related, contains weak similarity to Pfam profile: MIP PF00230; annotated based on segmental duplication
aCL7829Contig1	C18021A11,C04015D01	no	Polyphenol oxidase	no_similar_Arabidopsis_protein	
aCL7846Contig1	C18020F11,C06019E07	no	Trehalose-6-phosphate synthase	AT2G18700	glycosyl transferase family 20 protein / trehalose-phosphatase family protein, similar to trehalose-6-phosphate synthase SL-TPS/P (Selaginella lepidophylla) GI:4100325; contains Pfam profiles PF00982: Glycosyltransferase family 20, PF02358: Trehalose-phosphatase
aCL7870Contig1	C18020C03,C06003C04	no	Ser/Thr protein kinase	AT3G23310	protein kinase, putative, contains protein kinase domain, Pfam:PF00069
aCL792Contig1	KN0AAK1CE05,KN0AAK3BE05,C31503C11,C31505C11,C18012C07,IC0AAA76CE07,KN0AAQ12YK05,IC0AAA29DD01,IC0AAA49CH11,KN0AAQ3YA13,IC0AAA33CA09,C08031B05,C34103B07,C32007E05,KN0AAM2CD02,C31806F11,KN0AAP11YE07	no	AtSUG1 protein	AT5G19990	26S proteasome AAA-ATPase subunit (RPT6a)
aCL7980Contig1	C18006B11,KN0AAL1CA02	no	F2D10.13	AT1G20650	protein kinase family protein, contains Pfam domain PF00069: Protein kinase domain
aCL7Contig2	C18006G12,C05807F03,KN0AAL2BB06,C06024D04	no	Cell wall apoplastic invertase	AT1G55120	beta-fructosidase, putative / beta-fructofuranosidase, putative, similar to beta-fructofuranosidase GI:402740
aCL7Contig3	C05013E01,C31302E05,C18002E11,C08032D12,C08004E08,C34106A05,KN0AAP10YJ16	no	F17L21.12	AT1G27330	expressed protein, similar to EST gb:AA650671 and gb:T20610
aCL7Contig9	KN0AAA3AH04,KN0AAA3BF08,KN0AAA2CF10,KN0AAK1AG08,KN0AAB3AA07,C31301C10,C18010C12,C06011A03,C06013B12,C06013F05,C06013G06,C06019G07,C04032A07,C04002C09,C05004B03,C02013E01,KN0AAQ9YA11,IC0AAA67AH02,C07008E08,C34004E05,C34110E12,C06004G12,KN0AAM1CB07,C07005E06,C07006B07,C07007D12,C07007F07,C07009E08,C07010C02,C07011C06,C07011E07,C07011H01,KN0AAP8YH19,KN0AAP11YE13,KN0AAP11YI12,KN0AAP11YI16,KN0AAP13YB22,KN0AAP5YI12,KN0AAP13YG07,KN0AAP5YL16,KN0AAP13YM07,KN0AAP12YC11,C01013B10,C01002H12,C01010A03	no	Metallothionein-like protein	AT3G15353	metallothionein protein, putative
aCL801Contig1	C31001B07,C31102H01,C31105E07,C31105E08,C05014C08,KN0AAK3DB06,C31206G12,C18022D07,C05810F09,C02006H07,C02012B08,C02016H09,C34008F11,C34201C12,C34201D04,C06004B11,KN0AAP3YD20	no	14-3-3 protein 7	AT1G34760	14-3-3 protein GF14 omicron (GRF11), identical to SP:Q9S9Z8, 14-3-3-like protein GF14 omicron (General regulatory factor 11){Arabidopsis thaliana}
aCL803Contig1	C31109D03,KN0AAA2CD02,C18003D06,C18003G06,C18003H06,KN0AAN2DD05,KN0AAN1BG11,KN0AAN2AC03,C05802G06,C06009B07,C05001D02,C05055D01,C08021F12,C32101A12,KN0AAM2BH06,KN0AAP5YA18,KN0AAP7YD17	no	Putative glutathione S-transferase T3	AT2G29420	glutathione S-transferase, putative
aCL805Contig1	KN0AAK2AA07,C31405C06,C18020G01,C18021F03,KN0AAN1DA01,C02024G07,KN0AAL1AA07,C34004A03,C34201A08,C34202A05,C34207A10,C31705H12,C31709H03	no	expressed protein	AT4G33625	expressed protein
aCL808Contig2	C31109C08,C18022E12	no	Proteasome subunit beta type 1	AT3G60820	20S proteasome beta subunit F1 (PBF1)
aCL80Contig2	KN0AAK2CF08,C18002B02,C18007B07,C18007E06,C18010D10,C18010G11,C18010H05,C18013A01,C18017A11,C18009G06,C05802F03,C05803A08,C05804D04,C06001D07,C04017F07,C04028F08,C19004C01,C19009F04,C19009G07,C19009H07,C19010F07,C19010H02,C05002A02,C05001H08,C05015F10,KN0AAQ9YF24,C08016E06,C08013A11,C06012E01,C31705A08,C31806G05,KN0AAP1YN06,KN0AAP3YE21,KN0AAP8YG04,KN0AAP3YM03,KN0AAP11YI19,KN0AAP13YA17,KN0AAP11YP17,KN0AAP13YN01,KN0AAP2YK13,KN0AAP9YA24,KN0AAP10YP06,KN0AAP9YI23	no	Chloroplast small heat shock protein class I	AT3G46230	17.4 kDa class I heat shock protein (HSP17.4-CI), identical to 17.4 kDa class I heat shock protein SP:P19036 from (Arabidopsis thaliana)
aCL8106Contig1	C18006B07,C34204B03	no	WAK-like kinase	AT2G23450	protein kinase family protein, contains protein kinase domain, Pfam:PF00069
aCL8119Contig1	C18013G09,C34205C03	no	Cinnamoyl-CoA reductase-like protein	AT4G30470	cinnamoyl-CoA reductase-related, similar to cinnamoyl-CoA reductase from Pinus taeda (GI:17978649), Saccharum officinarum (GI:3341511)
aCL811Contig1	C18015C05,C18024G03,C18025C09,C05132C01,C06003E03,IC0AAA93CA11,IC0AAA36AA02,IC0AAA16BB08,IC0AAA74CF07,KN0AAQ10YK12,IC0AAA67BE06,C34001C11,C34110B02,C34100H03,C32005F04,C32011F07,KN0AAP10YE12	no	F20D22.6 protein	AT1G04170	eukaryotic translation initiation factor 2 subunit 3, putative / eIF2S3, putative / eIF-2-gamma, putative, similar to gb:U37354 from S. pombe. ESTs gb:T41979, gb:N37284 and gb:N37529 come from this gene
aCL8230Contig1	C18023H01,C01016A09	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL8246Contig1	C18020B12,C18020G05	yes	no_annotation_available	no_similar_Arabidopsis_protein	
aCL8302Contig1	C18010G08,C06003H03	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL8328Contig1	C18006D10,C04033A11	no	Chaperonin CPN60-like 1, mitochondrial precursor	AT2G33210	chaperonin, putative, similar to SWISS-PROT:Q05046- chaperonin CPN60-2, mitochondrial precursor (HSP60-2) (Cucurbita maxima); contains Pfam:PF00118 domain, TCP-1/cpn60 chaperonin family
aCL8329Contig1	C18008G11,C18025C01	yes	no_annotation_available	no_similar_Arabidopsis_protein	
aCL834Contig1	KN0AAA1AB09,KN0AAK2DD03,C18017F05,C06009F09,C04017A06,C04017B06,KN0AAL3AE12,C03007C11,KN0AAM2BB01,KN0AAM2DB08	no	Ubiquitin-conjugating enzyme E2-17 kDa 10/12	AT1G64230	ubiquitin-conjugating enzyme E2-17 kDa 9 (UBC9) [Arabidopsis thaliana] (TAIR:At4g27960.1); similar to ubiquitin-conjugating enzyme E2-17 kDa 9 (UBC9) [Arabidopsis thaliana] (TAIR:At4g27960.2); similar to ubiquitin-conjugating enzyme OsUBC5b [Oryza sativa (japonica cultivar-group)] (GB:XP_464900.1); similar to ubiquitin-conjugating enzyme E2 [Gossypium raimondii] (GB:AAL99225.1); similar to ubiquitin-conjugating enzyme 8 [Capsicum annuum] (GB:AAR83891.1); similar to ubiquitin carrier protein (GB:AAA34125.1); contains InterPro domain Ubiquitin-conjugating enzymes (InterPro:IPR000608)
